"Date","Title","Dev Gross","Paying share","ARPPU","New paying users","Paying users","DAU"
,"The Tribez",33198,1.152,14,413,2278,197814
,"Paradise Island 2",15752,1.619,18,170,861,53183
,"Mystery Manor",4117,1.077,10,126,422,39183
"09.10.2018",,158677,1.095,12,3374,13288,1214070
,"Guns of Boom",53718,0.677,16,1196,3376,498857
,"Trade Island",30540,1.267,9,1153,3292,259747
,"Airport City",16505,0.966,16,264,980,101431
,"Mirrors of Albion",16601,2.436,10,139,1576,64689
,"The Tribez",24721,1.518,8,347,2991,196992
,"Paradise Island 2",12128,1.194,19,132,625,52351
,"Mystery Manor",4465,1.12,10,143,448,40003
"10.10.2018",,149017,1.01,12,3318,12216,1208972
,"Guns of Boom",48569,0.653,15,1179,3239,495924
,"Trade Island",31919,1.28,10,1194,3346,261378
,"Airport City",14584,0.812,17,202,813,100161
,"Mirrors of Albion",13636,2.009,10,112,1298,64608
,"The Tribez",23752,1.229,10,369,2389,194459
,"Paradise Island 2",12446,1.314,18,130,694,52801
,"Mystery Manor",4110,1.102,9,132,437,39641
"11.10.2018",,162420,1.034,13,3300,12511,1209412
,"Guns of Boom",52844,0.725,15,1149,3595,495713
,"Trade Island",40681,1.438,11,1284,3755,261170
,"Airport City",16245,0.791,20,184,786,99402
,"Mirrors of Albion",14220,1.909,10,114,1230,64442
,"The Tribez",20175,1.014,10,317,1991,196361
,"Paradise Island 2",14662,1.413,19,125,750,53062
,"Mystery Manor",3593,1.029,9,127,404,39262
"12.10.2018",,219381,1.317,13,3460,16442,1247997
,"Guns of Boom",49716,0.661,14,1025,3499,529621
,"Trade Island",39914,1.424,11,1211,3755,263620
,"Airport City",34916,2.896,12,380,2918,100754
,"Mirrors of Albion",24343,2.296,15,109,1487,64778
,"The Tribez",43507,1.655,13,454,3260,197009
,"Paradise Island 2",22561,2.048,21,149,1088,53120
,"Mystery Manor",4425,1.113,10,132,435,39095
"13.10.2018",,224944,1.183,14,3855,15665,1323710
,"Guns of Boom",64644,0.656,16,1248,3915,597202
,"Trade Island",38441,1.534,9,1397,4076,265776
,"Airport City",26854,1.526,16,323,1619,106125
,"Mirrors of Albion",21241,2.209,15,116,1439,65152
,"The Tribez",47863,1.547,15,480,3048,196986
,"Paradise Island 2",21242,2.15,19,178,1147,53342
,"Mystery Manor",4660,1.076,11,113,421,39127
"14.10.2018",,232516,1.193,14,4196,16525,1385269
,"Guns of Boom",64010,0.628,16,1414,4048,644656
,"Trade Island",42532,1.65,9,1515,4460,270270
,"Airport City",23972,1.179,18,322,1270,107700
,"Mirrors of Albion",21781,2.021,15,138,1352,66883
,"The Tribez",52838,1.89,14,499,3794,200697
,"Paradise Island 2",23092,2.169,20,179,1178,54317
,"Mystery Manor",4291,1.038,10,129,423,40746
"15.10.2018",,194363,1.108,13,3729,14141,1276811
,"Guns of Boom",64570,0.696,16,1412,3934,564862
,"Trade Island",37736,1.52,10,1285,3921,257876
,"Airport City",20215,1.007,19,208,1008,100136
,"Mirrors of Albion",13797,1.802,11,111,1171,64969
,"The Tribez",37025,1.403,13,438,2751,196107
,"Paradise Island 2",15991,1.689,18,163,896,53052
,"Mystery Manor",5029,1.156,11,112,460,39809
"16.10.2018",,171494,1.125,12,3103,13795,1225767
,"Guns of Boom",61003,0.744,15,1395,3937,529259
,"Trade Island",38359,1.419,11,820,3472,244711
,"Airport City",18568,1.029,18,196,1015,98594
,"Mirrors of Albion",15679,2.113,11,121,1378,65200
,"The Tribez",25514,1.51,8,346,2956,195758
,"Paradise Island 2",8454,1.152,14,108,606,52594
,"Mystery Manor",3918,1.087,9,117,431,39651
"17.10.2018",,160834,1.023,13,2882,12322,1204685
,"Guns of Boom",63417,0.752,16,1382,3875,515392
,"Trade Island",35005,1.338,11,648,3192,238494
,"Airport City",13879,0.826,20,199,812,98272
,"Mirrors of Albion",13070,1.804,10,103,1172,64955
,"The Tribez",22097,1.144,10,309,2231,195029
,"Paradise Island 2",9414,1.127,16,107,597,52990
,"Mystery Manor",3952,1.12,9,134,443,39553
"18.10.2018",,180486,1.061,14,2783,12643,1191252
,"Guns of Boom",81639,0.823,19,1283,4208,511301
,"Trade Island",34300,1.35,11,660,3142,232708
,"Airport City",14574,0.797,20,179,772,96830
,"Mirrors of Albion",12836,1.993,10,101,1268,63634
,"The Tribez",22427,1.139,10,350,2221,194912
,"Paradise Island 2",10913,1.215,20,100,639,52610
,"Mystery Manor",3798,1.001,10,110,393,39257
"19.10.2018",,312614,1.406,18,3019,16884,1201202
,"Guns of Boom",79302,0.801,19,1334,4216,526139
,"Trade Island",42740,1.602,12,718,3657,228283
,"Airport City",101273,3.04,32,257,3029,99642
,"Mirrors of Albion",22253,2.429,14,111,1549,63758
,"The Tribez",43228,1.597,14,395,3083,193096
,"Paradise Island 2",20419,1.922,25,103,989,51452
,"Mystery Manor",3400,0.93,9,101,361,38832
"20.10.2018",,293599,1.287,18,3291,16493,1281409
,"Guns of Boom",63058,0.643,16,1399,3837,596678
,"Trade Island",51680,1.777,13,756,4069,228997
,"Airport City",65064,2.046,29,277,2173,106226
,"Mirrors of Albion",20718,2.161,15,116,1398,64680
,"The Tribez",46573,1.57,16,436,3049,194226
,"Paradise Island 2",43285,3.08,28,188,1573,51069
,"Mystery Manor",3220,0.997,8,119,394,39533
"21.10.2018",,261799,1.209,17,3356,15555,1286817
,"Guns of Boom",53051,0.589,15,1449,3477,589906
,"Trade Island",43235,1.62,12,707,3702,228567
,"Airport City",65810,2.243,26,316,2422,107971
,"Mirrors of Albion",19423,2.021,14,121,1353,66944
,"The Tribez",43004,1.413,15,446,2826,200020
,"Paradise Island 2",33065,2.536,25,190,1324,52213
,"Mystery Manor",4211,1.095,9,127,451,41196
"22.10.2018",,173915,1.02,15,2674,11819,1158683
,"Guns of Boom",42189,0.604,15,1142,2893,479208
,"Trade Island",34265,1.398,11,597,3145,224929
,"Airport City",13397,0.688,19,219,703,102124
,"Mirrors of Albion",10667,1.489,10,143,968,65025
,"The Tribez",30359,1.165,13,321,2263,194215
,"Paradise Island 2",39710,2.759,28,146,1452,52628
,"Mystery Manor",3328,0.974,8,106,395,40554
"23.10.2018",,159471,1.043,13,2616,12037,1153869
,"Guns of Boom",54421,0.67,17,1150,3120,465498
,"Trade Island",28151,1.121,11,539,2596,231663
,"Airport City",17066,0.907,17,220,916,101023
,"Mirrors of Albion",12766,1.897,9,112,1229,64802
,"The Tribez",23518,1.475,8,348,2874,194869
,"Paradise Island 2",20504,1.626,23,132,873,53690
,"Mystery Manor",3045,1.014,7,115,429,42324
"24.10.2018",,174976,1.046,14,2491,12229,1169107
,"Guns of Boom",63541,0.703,19,1077,3342,475109
,"Trade Island",38295,1.374,12,570,3169,230596
,"Airport City",13131,0.75,16,174,756,100810
,"Mirrors of Albion",13417,1.843,11,93,1188,64469
,"The Tribez",20477,1.124,9,331,2274,202374
,"Paradise Island 2",23290,2.04,21,119,1110,54423
,"Mystery Manor",2826,0.944,7,127,390,41326
"25.10.2018",,169829,1.081,13,2458,12643,1169329
,"Guns of Boom",54447,0.754,15,1116,3576,474545
,"Trade Island",41026,1.466,12,547,3349,228375
,"Airport City",13631,0.693,18,163,692,99921
,"Mirrors of Albion",12414,1.862,10,89,1191,63952
,"The Tribez",22869,1.148,9,290,2361,205638
,"Paradise Island 2",22339,1.95,21,135,1084,55583
,"Mystery Manor",3103,0.944,8,118,390,41315
"26.10.2018",,280280,2.179,10,4373,26241,1204215
,"Guns of Boom",99544,2.517,8,2697,12812,509115
,"Trade Island",44373,1.613,12,536,3672,227582
,"Airport City",32308,2.966,10,334,3007,101385
,"Mirrors of Albion",22202,2.362,14,95,1507,63800
,"The Tribez",49801,1.756,14,443,3586,204197
,"Paradise Island 2",28400,2.23,23,142,1251,56089
,"Mystery Manor",3653,0.966,9,126,406,42047
"27.10.2018",,277136,2.053,10,5108,26531,1292238
,"Guns of Boom",114910,2.509,8,3350,14795,589775
,"Trade Island",42779,1.722,11,631,3859,224117
,"Airport City",20836,1.259,15,276,1356,107665
,"Mirrors of Albion",18442,2.061,13,108,1358,65882
,"The Tribez",51722,1.73,14,497,3561,205804
,"Paradise Island 2",24712,2.124,21,136,1188,55930
,"Mystery Manor",3734,0.961,9,110,414,43065
"28.10.2018",,228526,1.43,12,3999,18546,1296963
,"Guns of Boom",71854,1.325,9,2140,7792,588043
,"Trade Island",38905,1.614,11,637,3590,222413
,"Airport City",20930,1.046,18,327,1153,110199
,"Mirrors of Albion",19177,1.91,15,137,1307,68443
,"The Tribez",43904,1.424,15,440,2954,207515
,"Paradise Island 2",29612,2.271,23,191,1291,56851
,"Mystery Manor",4143,1.055,9,127,459,43499
"29.10.2018",,188205,1.197,13,2843,14153,1182042
,"Guns of Boom",52501,0.992,10,1507,4950,498923
,"Trade Island",25371,1.138,10,414,2452,215448
,"Airport City",36407,1.68,21,240,1726,102745
,"Mirrors of Albion",11717,1.616,12,97,1078,66689
,"The Tribez",29270,1.049,13,337,2092,199426
,"Paradise Island 2",27993,2.358,21,147,1301,55184
,"Mystery Manor",4947,1.27,9,101,554,43627
"30.10.2018",,175007,1.173,13,2517,13595,1158912
,"Guns of Boom",57749,0.846,14,1190,4108,485562
,"Trade Island",21158,1.019,10,348,2146,210572
,"Airport City",34819,1.728,19,267,1747,101127
,"Mirrors of Albion",13757,1.767,12,111,1166,65984
,"The Tribez",24384,1.457,8,338,2872,197073
,"Paradise Island 2",18880,1.823,19,135,1009,55342
,"Mystery Manor",4261,1.265,8,128,547,43252
"31.10.2018",,211299,1.203,15,2554,13824,1148957
,"Guns of Boom",91149,0.947,20,1240,4602,485832
,"Trade Island",24470,1.061,11,364,2177,205262
,"Airport City",35392,1.629,20,254,1623,99618
,"Mirrors of Albion",11361,1.805,11,85,1176,65157
,"The Tribez",28186,1.437,10,349,2775,193050
,"Paradise Island 2",16483,1.716,18,140,928,54066
,"Mystery Manor",4259,1.181,9,122,543,45972
"01.11.2018",,192632,1.073,15,2683,13049,1216266
,"Guns of Boom",70360,0.809,16,1306,4453,550353
,"Trade Island",29562,1.179,12,431,2410,204326
,"Airport City",23261,0.968,24,208,984,101700
,"Mirrors of Albion",14712,1.908,11,101,1254,65707
,"The Tribez",26456,1.203,11,352,2307,191850
,"Paradise Island 2",22375,1.974,21,148,1070,54197
,"Mystery Manor",5907,1.186,10,137,571,48133
"02.11.2018",,311152,1.366,18,3026,16912,1237690
,"Guns of Boom",67420,0.756,15,1474,4351,575785
,"Trade Island",28642,1.247,11,443,2488,199550
,"Airport City",92975,2.847,30,278,2946,103470
,"Mirrors of Albion",23927,2.153,17,129,1411,65546
,"The Tribez",52947,1.843,15,396,3510,190459
,"Paradise Island 2",38142,2.957,23,167,1618,54712
,"Mystery Manor",7098,1.221,12,139,588,48168
"03.11.2018",,275684,1.222,17,3556,16336,1336714
,"Guns of Boom",65743,0.684,14,1760,4556,666486
,"Trade Island",39258,1.453,14,557,2883,198473
,"Airport City",51054,1.808,25,316,1944,107533
,"Mirrors of Albion",18630,1.899,16,127,1244,65514
,"The Tribez",58990,1.743,17,461,3371,193417
,"Paradise Island 2",34632,3.087,20,187,1703,55163
,"Mystery Manor",7377,1.267,12,148,635,50128
"04.11.2018",,246047,1.167,15,3944,15674,1343190
,"Guns of Boom",65799,0.703,14,2022,4674,665233
,"Trade Island",33809,1.453,12,674,2888,198729
,"Airport City",56847,1.988,25,327,2178,109557
,"Mirrors of Albion",15566,1.77,14,137,1191,67300
,"The Tribez",52194,1.627,16,470,3171,194913
,"Paradise Island 2",15162,1.689,16,163,929,55006
,"Mystery Manor",6670,1.226,10,151,643,52452
"05.11.2018",,183155,1.073,14,3259,12739,1186787
,"Guns of Boom",75897,0.916,15,1747,4873,531865
,"Trade Island",24471,1.202,11,527,2313,192432
,"Airport City",15226,0.683,21,256,693,101526
,"Mirrors of Albion",11237,1.623,11,93,1071,65995
,"The Tribez",32751,1.194,14,361,2265,189722
,"Paradise Island 2",16255,1.587,19,121,847,53358
,"Mystery Manor",7316,1.305,11,154,677,51889
"06.11.2018",,190731,1.229,13,3141,14360,1168254
,"Guns of Boom",80803,0.903,17,1642,4720,522655
,"Trade Island",22482,1.12,11,452,2106,188115
,"Airport City",15916,0.839,18,260,842,100362
,"Mirrors of Albion",13918,2.022,12,119,1310,64773
,"The Tribez",25106,1.549,8,322,2887,186381
,"Paradise Island 2",25867,3.306,15,186,1767,53444
,"Mystery Manor",6637,1.386,9,160,728,52524
"07.11.2018",,188895,1.146,14,2801,13256,1156559
,"Guns of Boom",85143,0.917,18,1476,4710,513523
,"Trade Island",21217,1.08,11,430,2007,185842
,"Airport City",14537,0.736,19,215,735,99886
,"Mirrors of Albion",13308,1.886,11,83,1217,64543
,"The Tribez",27153,1.392,10,289,2577,185167
,"Paradise Island 2",20277,2.405,16,163,1292,53724
,"Mystery Manor",7260,1.333,10,145,718,53874
"08.11.2018",,141469,1.152,11,2748,13125,1139761
,"Guns of Boom",49350,0.969,10,1387,4819,497400
,"Trade Island",20545,1.121,10,443,2069,184541
,"Airport City",12358,0.722,16,195,715,99022
,"Mirrors of Albion",12407,1.82,11,107,1172,64401
,"The Tribez",21668,1.334,8,305,2463,184662
,"Paradise Island 2",18237,2.139,16,145,1139,53245
,"Mystery Manor",6903,1.324,9,166,748,56490
"09.11.2018",,203797,1.413,12,2814,16363,1158203
,"Guns of Boom",51882,0.847,12,1240,4350,513354
,"Trade Island",30202,1.35,12,448,2477,183416
,"Airport City",32044,3.068,10,332,3099,101001
,"Mirrors of Albion",17971,2.089,14,108,1340,64160
,"The Tribez",42081,1.68,13,386,3112,185246
,"Paradise Island 2",22622,2.296,18,134,1227,53450
,"Mystery Manor",6994,1.317,9,166,758,57576
"10.11.2018",,208537,1.172,14,3042,14773,1260693
,"Guns of Boom",54614,0.693,13,1374,4157,599791
,"Trade Island",36459,1.602,12,544,2947,183930
,"Airport City",21586,1.333,14,288,1447,108575
,"Mirrors of Albion",15393,1.85,13,110,1209,65335
,"The Tribez",46484,1.574,15,370,2954,187680
,"Paradise Island 2",26273,2.461,19,192,1352,54936
,"Mystery Manor",7729,1.17,11,164,707,60446
"11.11.2018",,183044,1.063,13,3257,13504,1269901
,"Guns of Boom",42823,0.619,12,1421,3676,593890
,"Trade Island",27948,1.429,10,587,2670,186858
,"Airport City",20033,1.043,17,333,1162,111410
,"Mirrors of Albion",14885,1.683,13,114,1115,66250
,"The Tribez",43889,1.504,15,425,2884,191814
,"Paradise Island 2",26437,2.342,20,191,1306,55776
,"Mystery Manor",7030,1.081,10,186,691,63903
"12.11.2018",,139346,0.991,12,2679,11182,1128848
,"Guns of Boom",36048,0.653,11,1250,3115,477388
,"Trade Island",21861,1.193,10,469,2181,182890
,"Airport City",18363,1.076,16,237,1096,101846
,"Mirrors of Albion",10272,1.641,10,105,1053,64175
,"The Tribez",27519,1.12,13,315,2092,186795
,"Paradise Island 2",19824,1.845,20,137,995,53917
,"Mystery Manor",5460,1.051,8,166,650,61837
"13.11.2018",,121907,1.011,11,2510,11040,1091618
,"Guns of Boom",33113,0.613,12,1141,2738,446296
,"Trade Island",22427,1.142,11,431,2058,180162
,"Airport City",18806,1.058,17,231,1052,99449
,"Mirrors of Albion",10446,1.805,9,83,1152,63820
,"The Tribez",20772,1.476,7,316,2728,184885
,"Paradise Island 2",10245,1.161,17,100,623,53643
,"Mystery Manor",6099,1.087,9,208,689,63363
"14.11.2018",,122118,0.939,12,2447,10199,1086363
,"Guns of Boom",33871,0.61,12,1128,2729,447178
,"Trade Island",19455,1.021,11,394,1815,177822
,"Airport City",15866,0.899,19,203,880,97927
,"Mirrors of Albion",11089,1.677,11,107,1057,63039
,"The Tribez",21876,1.269,9,289,2329,183536
,"Paradise Island 2",14048,1.382,19,136,741,53602
,"Mystery Manor",5913,1.024,9,190,648,63259
"15.11.2018",,142697,0.946,14,2479,10455,1104785
,"Guns of Boom",36670,0.613,13,1195,2856,466063
,"Trade Island",20139,1.048,11,434,1862,177745
,"Airport City",24190,1.019,24,173,992,97361
,"Mirrors of Albion",11249,1.817,10,89,1137,62581
,"The Tribez",19739,1.004,11,279,1847,183992
,"Paradise Island 2",24685,2.077,22,119,1105,53198
,"Mystery Manor",6025,1.027,9,190,656,63845
"16.11.2018",,275144,1.327,18,2614,15059,1135122
,"Guns of Boom",52671,0.755,14,1133,3702,490099
,"Trade Island",20430,1.089,11,439,1919,176227
,"Airport City",92686,2.863,31,287,2896,101159
,"Mirrors of Albion",17262,2.196,13,92,1374,62559
,"The Tribez",39636,1.466,14,330,2717,185367
,"Paradise Island 2",44463,3.204,26,134,1716,53566
,"Mystery Manor",7997,1.111,11,199,735,66145
"17.11.2018",,230925,1.17,16,3131,14448,1235276
,"Guns of Boom",59689,0.706,15,1471,4074,577373
,"Trade Island",24095,1.258,11,508,2227,176989
,"Airport City",48357,1.734,25,295,1860,107292
,"Mirrors of Albion",13530,1.883,12,106,1194,63423
,"The Tribez",42236,1.403,16,377,2629,187375
,"Paradise Island 2",35458,3.111,21,167,1689,54299
,"Mystery Manor",7559,1.131,10,207,775,68525
"18.11.2018",,235054,1.138,16,3601,14524,1276169
,"Guns of Boom",56387,0.691,13,1800,4213,609828
,"Trade Island",22745,1.282,10,568,2279,177815
,"Airport City",55321,1.93,25,331,2102,108930
,"Mirrors of Albion",17784,1.787,15,107,1166,65248
,"The Tribez",43482,1.371,17,410,2575,187757
,"Paradise Island 2",31728,2.562,23,170,1419,55391
,"Mystery Manor",7606,1.081,10,215,770,71200
"19.11.2018",,158413,0.976,14,3149,11457,1173683
,"Guns of Boom",43213,0.684,12,1741,3632,531303
,"Trade Island",17746,1.098,9,499,1902,173205
,"Airport City",10150,0.625,16,226,627,100240
,"Mirrors of Albion",10729,1.607,11,96,1012,62958
,"The Tribez",27528,1.07,14,282,1946,181905
,"Paradise Island 2",42679,2.936,27,114,1601,54523
,"Mystery Manor",6369,1.06,9,191,737,69549
"20.11.2018",,137191,1.008,12,3034,11641,1154441
,"Guns of Boom",41166,0.665,12,1648,3408,512784
,"Trade Island",18030,1.074,10,462,1861,173293
,"Airport City",15913,0.842,18,213,837,99395
,"Mirrors of Albion",10938,1.841,10,82,1152,62581
,"The Tribez",24797,1.473,9,265,2668,181142
,"Paradise Island 2",17088,1.575,20,120,858,54474
,"Mystery Manor",9259,1.211,11,244,857,70772
"21.11.2018",,155853,1.065,13,3179,12251,1150523
,"Guns of Boom",60687,0.842,14,1771,4309,511838
,"Trade Island",18692,1.13,9,510,1971,174432
,"Airport City",13020,0.709,18,176,698,98438
,"Mirrors of Albion",12924,1.923,11,92,1202,62510
,"The Tribez",20808,1.2,9,272,2146,178811
,"Paradise Island 2",20832,1.908,20,137,1047,54879
,"Mystery Manor",8890,1.261,10,221,878,69615
"22.11.2018",,190639,1.221,14,3222,13861,1135204
,"Guns of Boom",73767,1,14,1879,5049,505087
,"Trade Island",43716,1.991,13,516,3441,172797
,"Airport City",13832,0.696,20,178,677,97337
,"Mirrors of Albion",10773,1.785,10,83,1096,61414
,"The Tribez",18667,0.996,10,254,1762,176833
,"Paradise Island 2",21785,1.991,20,137,1085,54507
,"Mystery Manor",8098,1.117,11,175,751,67229
"23.11.2018",,307770,2.013,13,4238,23111,1148003
,"Guns of Boom",114686,2.19,10,2582,11436,522126
,"Trade Island",39178,1.72,13,478,2945,171206
,"Airport City",20469,1.165,17,246,1149,98638
,"Mirrors of Albion",27754,2.469,18,181,1498,60680
,"The Tribez",67847,2.307,16,412,4037,174952
,"Paradise Island 2",29308,2.223,24,131,1228,55250
,"Mystery Manor",8529,1.256,10,208,818,65151
"24.11.2018",,299087,2.185,11,5102,27023,1236995
,"Guns of Boom",120785,2.412,8,3248,14278,591987
,"Trade Island",34883,1.687,12,564,2938,174155
,"Airport City",28297,2.683,10,318,2811,104763
,"Mirrors of Albion",18581,2.127,14,185,1333,62661
,"The Tribez",57793,2.008,16,445,3591,178818
,"Paradise Island 2",28585,2.189,23,141,1239,56612
,"Mystery Manor",10163,1.225,12,201,833,67999
"25.11.2018",,228468,1.471,12,4030,18262,1241245
,"Guns of Boom",66028,1.235,9,2068,7231,585437
,"Trade Island",30721,1.582,11,603,2766,174871
,"Airport City",20963,1.352,14,337,1434,106103
,"Mirrors of Albion",15840,1.849,13,152,1172,63400
,"The Tribez",59834,1.924,16,478,3533,183620
,"Paradise Island 2",25936,2.128,21,187,1225,57555
,"Mystery Manor",9146,1.282,10,205,901,70259
"26.11.2018",,160779,1.195,12,2987,13124,1097835
,"Guns of Boom",49490,1.025,10,1534,4792,467329
,"Trade Island",16128,1.035,9,457,1753,169436
,"Airport City",12980,0.761,16,208,740,97225
,"Mirrors of Albion",9968,1.474,11,109,902,61175
,"The Tribez",37663,1.697,12,346,3032,178714
,"Paradise Island 2",25927,2.013,23,149,1129,56088
,"Mystery Manor",8624,1.143,11,184,776,67868
"27.11.2018",,150840,1.175,12,2488,12790,1088171
,"Guns of Boom",55645,1.025,12,1158,4724,460788
,"Trade Island",16762,0.99,10,468,1654,167007
,"Airport City",17852,1.074,17,173,1031,96022
,"Mirrors of Albion",10762,1.791,10,98,1097,61250
,"The Tribez",24533,1.569,8,300,2817,179598
,"Paradise Island 2",16039,1.207,24,116,665,55102
,"Mystery Manor",9248,1.172,11,175,802,68404
"28.11.2018",,134563,1.025,12,2356,11075,1080378
,"Guns of Boom",48332,0.794,13,1065,3639,458533
,"Trade Island",16982,0.996,10,415,1637,164323
,"Airport City",13292,0.837,16,202,798,95342
,"Mirrors of Albion",10492,1.814,10,95,1102,60742
,"The Tribez",20631,1.175,10,291,2096,178388
,"Paradise Island 2",16831,1.731,21,124,953,55059
,"Mystery Manor",8004,1.25,9,164,850,67991
"29.11.2018",,206307,1.183,16,2359,12570,1062506
,"Guns of Boom",46238,0.718,14,962,3209,446957
,"Trade Island",28779,1.401,13,442,2273,162212
,"Airport City",81002,2.824,29,248,2654,93972
,"Mirrors of Albion",10241,1.571,11,90,948,60350
,"The Tribez",16963,1.014,9,304,1787,176216
,"Paradise Island 2",15658,1.589,20,126,879,55313
,"Mystery Manor",7426,1.215,9,187,820,67486
"30.11.2018",,203888,1.171,16,2394,12902,1102105
,"Guns of Boom",52271,0.7,15,1012,3414,487682
,"Trade Island",28321,1.443,12,464,2325,161121
,"Airport City",36798,1.499,26,201,1440,96086
,"Mirrors of Albion",16867,1.993,14,91,1194,59915
